kanji,components,component_ids,radical,stroke_count,onyomi,onyomi_all,kunyomi,meaning,pinyin,pinyin_initial,pinyin_final,pinyin_tone,nasal_coda,jlpt_level
啻,"[""亠"", ""冖"", ""巾"", ""帝"", ""口""]","[69, 349, 1371, 1382, 593]",口,12,シ,"[""シ""]",ただ,,chì,ch,i,4,none,N1+
啾,"[""口"", ""千"", ""木"", ""禾"", ""人"", ""火"", ""秋""]","[593, 528, 2240, 3649, 83, 3012, 3654]",口,12,シュウ,"[""シュウ""]",な・く,鳴く,jiū,j,iu,1,none,N1+
喘,"[""口"", ""山"", ""而""]","[593, 1271, 4177]",口,12,ゼン,"[""ゼン""]",あえ・ぐ,短い息づかい,chuǎn,ch,uan,3,n,N1+
喞,"[""口"", ""卩""]","[593, 547]",口,12,ソク,"[""ソク"", ""ショク""]",,虫がしきりに鳴く声,jī,j,i,1,none,N1+
單,"[""口"", ""日"", ""十"", ""甲""]","[593, 2122, 527, 3305]",口,12,タン,"[""タン""]",,一つ、物事が重ならないこと,dān,d,an,1,n,N1+
啼,"[""口"", ""亠"", ""冖"", ""巾"", ""帝""]","[593, 69, 349, 1371, 1382]",口,12,テイ,"[""テイ""]",な・く,鳥が鳴く,tí,t,i,2,none,N1+
喃,"[""口"", ""十"", ""冂"", ""南""]","[593, 527, 336, 540]",口,12,ナン,"[""ナン""]",のう,ぺちゃくちゃ喋る,nán,n,an,2,n,N1+
喩,"[""口"", ""月"", ""兪""]","[593, 2225, 324]",口,12,ユ,"[""ユ""]",,悟る,yù,y,u,4,none,N1+
喇,"[""口"", ""木"", ""束"", ""剌""]","[593, 2240, 2266, 428]",口,12,ラツ,"[""ラツ""]",,早口,lǎ,l,a,3,none,N1+
喨,"[""口"", ""亠"", ""冖"", ""儿"", ""亮""]","[593, 69, 349, 301, 79]",口,12,リョウ,"[""リョウ""]",,朗らか,liàng,l,iang,4,ng,N1+
嗚,"[""口"", ""烏""]","[593, 3033]",口,13,オ,"[""オ""]",,,wū,w,u,1,none,N1+
嗅,"[""口"", ""自"", ""大"", ""犬"", ""臭""]","[593, 4336, 994, 3146, 4337]",口,13,キュウ,"[""キュウ""]",か・ぐ,匂いをかぐ,xiù,x,iu,4,none,N1+
嗟,"[""口"", ""工"", ""差""]","[593, 1357, 1362]",口,13,サ,"[""サ""]",,ああ（感嘆・痛恨の声）、嘆く,jiē,j,ie,1,none,N1+
嗄,"[""口"", ""目"", ""夂"", ""夏""]","[593, 3470, 980, 983]",口,13,サ,"[""サ""]",しゃが・れる、しわが・れる,声がかすれる,á,,a,2,none,N1+
嗜,"[""口"", ""土"", ""匕"", ""老"", ""日"", ""耆""]","[593, 844, 508, 4171, 2122, 4175]",口,13,シ,"[""シ"", ""ジ""]",たしな・む,,shì,sh,i,4,none,N1+
嗤,"[""口"", ""屮"", ""虫"", ""蚩""]","[593, 1269, 4680, 4691]",口,13,シ,"[""シ""]",,嘲笑（あざわら）う,chī,ch,i,1,none,N1+
嗔,"[""口"", ""匕"", ""目"", ""眞""]","[593, 508, 3470, 3484]",口,13,シン,"[""シン""]",,怒る,chēn,ch,en,1,n,N1+
嘔,"[""口"", ""匚"", ""口"", ""品"", ""區""]","[593, 512, 593, 685, 526]",口,15,オウ,"[""オウ""]",,謳（うた）う,ǒu,,ou,3,none,N1+
嗷,"[""口"", ""土"", ""亠"", ""万"", ""方"", ""攵"", ""敖""]","[593, 844, 69, 3, 2104, 2050, 2064]",口,14,ゴウ,"[""ゴウ""]",,喧（かまびす）しい,áo,,ao,2,none,N1+
嘖,"[""口"", ""目"", ""貝"", ""責""]","[593, 3470, 5126, 5136]",口,14,サク,"[""サク""]",,言い争う、やかましい,zé,z,e,2,none,N1+
嗾,"[""口"", ""亠"", ""万"", ""方"", ""大"", ""矢""]","[593, 69, 3, 2104, 994, 3530]",口,14,ソウ,"[""ソウ""]",,そそのかす,sǒu,s,ou,3,none,N1+
嗽,"[""口"", ""木"", ""束"", ""人"", ""欠""]","[593, 2240, 2266, 83, 2595]",口,14,ソウ,"[""ソウ"", ""ソク""]",,せかせかと咳をする,sòu,s,ou,4,none,N1+
嘛,"[""口"", ""广"", ""木"", ""林"", ""麻""]","[593, 1420, 2240, 2292, 6287]",口,14,マ,"[""マ""]",,,ma,m,a,5,none,N1+
嗹,"[""口"", ""車""]","[593, 5280]",口,14,レン,"[""レン""]",,,lián,l,ian,2,n,N1+
噎,"[""口"", ""士"", ""冖"", ""口"", ""豆"", ""壹""]","[593, 967, 349, 593, 5100, 975]",口,15,イツ,"[""イツ"", ""エツ""]",むせ・ぶ,,yē,y,e,1,none,N1+
噐,"[""口"", ""工""]","[593, 1357]",口,15,キ,"[""キ""]",うつわ,入れ物・才能,qì,q,i,4,none,N1+
營,"[""人"", ""火"", ""冖"", ""口"", ""呂""]","[83, 3012, 349, 593, 643]",火,17,エイ,"[""エイ""]",いとな・む,陣屋・軍隊・周囲をとり巻く・仕事を切り盛りする,yíng,y,ing,2,ng,N1+
嘴,"[""口"", ""止"", ""匕"", ""此"", ""用"", ""角"", ""觜""]","[593, 2618, 508, 2620, 3300, 4926, 4928]",口,16,シ,"[""シ""]",くちばし,,zuǐ,z,ui,3,none,N1+
嘶,"[""口"", ""其"", ""斤"", ""斯""]","[593, 331, 2095, 2101]",口,15,サイ,"[""サイ"", ""シ"", ""セイ""]",いなな・く,,sī,s,i,1,none,N1+
嘲,"[""口"", ""日"", ""十"", ""月"", ""朝""]","[593, 2122, 527, 2225, 2235]",口,15,チョウ,"[""チョウ"", ""トウ""]",あざけ・る,,cháo,ch,ao,2,none,N1+
嘸,"[""口"", ""無""]","[593, 3045]",口,15,ブ,"[""ブ""]",,はっきりしない様子、きっと,fǔ,f,u,3,none,N1+
噫,"[""口"", ""立"", ""日"", ""心"", ""意""]","[593, 3738, 2122, 1563, 1692]",口,16,イ,"[""イ""]",,ああ（嘆息の声）,yī,y,i,1,none,N1+
噤,"[""口"", ""木"", ""林"", ""二"", ""小"", ""示"", ""禁""]","[593, 2240, 2292, 57, 1230, 3606, 3632]",口,16,キン,"[""キン""]",つぐ・む,口を閉じる,jìn,j,in,4,n,N1+
嘯,"[""口"", ""片"", ""爿"", ""肅""]","[593, 3118, 3115, 4215]",口,16,ショウ,"[""ショウ""]",うそぶ・く,口をつぼめて声を出す,xiào,x,iao,4,none,N1+
噬,"[""口"", ""竹"", ""工"", ""人"", ""从"", ""巫"", ""筮""]","[593, 3761, 1357, 83, 93, 1361, 3802]",口,16,セイ,"[""セイ"", ""ゼイ""]",,噛む、食い付く,shì,sh,i,4,none,N1+
噪,"[""口"", ""品"", ""木""]","[593, 685, 2240]",口,16,ソウ,"[""ソウ""]",,騒がしい,zào,z,ao,4,none,N1+
嚆,"[""口"", ""亠"", ""口"", ""冂"", ""高"", ""蒿""]","[593, 69, 593, 336, 6071, 4563]",口,16,コウ,"[""コウ""]",,叫ぶ,hāo,h,ao,1,none,N1+
嚀,"[""口"", ""宀"", ""心"", ""丁"", ""寧""]","[593, 1151, 1563, 1, 1205]",口,17,ネイ,"[""ネイ"", ""デイ""]",,ねんごろ,níng,n,ing,2,ng,N1+
嚊,"[""口"", ""自"", ""田"", ""廾"", ""鼻""]","[593, 4336, 3303, 1472, 6324]",口,17,ビ,"[""ビ"", ""キ""]",,鼻息、喘ぐ,pì,p,i,4,none,N1+
嚠,"[""口"", ""刀"", ""金"", ""劉""]","[593, 396, 5534, 452]",口,18,リュウ,"[""リュウ""]",,,liú,l,iu,2,none,N1+
嚔,"[""口"", ""十"", ""冖"", ""田"", ""厶""]","[593, 527, 349, 3303, 574]",口,18,テイ,"[""テイ""]",,くさめ（くしゃみ）,tì,t,i,4,none,N1+
嚏,"[""口"", ""十"", ""冖"", ""田"", ""疋""]","[593, 527, 349, 3303, 3349]",口,17,テイ,"[""テイ""]",,くさめ（くしゃみ）,tì,t,i,4,none,N1+
嚥,"[""口"", ""廿"", ""口"", ""匕"", ""北"", ""燕""]","[593, 1473, 593, 508, 510, 3083]",口,19,エン,"[""エン""]",,のど（咽喉）、飲み込む,yàn,y,an,4,n,N1+
嚮,"[""口"", ""向""]","[593, 624]",口,19,キョウ,"[""キョウ"", ""コウ""]",,向う、先,xiàng,x,iang,4,ng,N1+
嚶,"[""口"", ""目"", ""貝"", ""女"", ""嬰""]","[593, 3470, 5126, 1028, 1121]",口,20,オウ,"[""オウ""]",,鳴く,yīng,y,ing,1,ng,N1+
嚴,"[""口"", ""厂"", ""工"", ""耳"", ""攵"", ""敢""]","[593, 559, 1357, 4187, 2050, 2070]",口,20,ゲン,"[""ゲン"", ""ゴン""]",おごそ・か、きび・しい、いかめ・しい、いか・つい,,yán,y,an,2,n,N1+
囂,"[""口"", ""自"", ""目"", ""貝"", ""頁""]","[593, 4336, 3470, 5126, 5905]",口,21,ゴウ,"[""ゴウ""]",,かまびすしい（がやがやと騒がしい）,xiāo,x,iao,1,none,N1+
嚼,"[""口"", ""爪"", ""寸"", ""爵""]","[593, 3103, 1214, 3108]",口,21,シャク,"[""シャク""]",,かむ、かみくだく,jué,j,ue,2,none,N1+
囁,"[""口"", ""耳"", ""聶""]","[593, 4187, 4208]",口,21,ショウ,"[""ショウ""]",ささやく,小さな声で話す,niè,n,ie,4,none,N1+
囃,"[""口"", ""亠"", ""人"", ""从"", ""木"", ""隹"", ""雜""]","[593, 69, 83, 93, 2240, 5794, 5813]",口,21,ソウ,"[""ソウ""]",はや・し,伴奏の音楽,cà,c,a,4,none,N1+
囀,"[""口"", ""車"", ""日"", ""寸"", ""專"", ""轉""]","[593, 5280, 2122, 1214, 1224, 5322]",口,21,テン,"[""テン""]",,鳥がよい声で続けて鳴く,zhuàn,zh,uan,4,n,N1+
囈,"[""口"", ""土"", ""九"", ""丸"", ""二"", ""厶"", ""云"", ""藝""]","[593, 844, 42, 25, 57, 574, 59, 4646]",口,21,ゲイ,"[""ゲイ""]",,うわごと（眠っているうちに発する言葉）,yì,y,i,4,none,N1+
囎,"[""口"", ""目"", ""貝"", ""八"", ""日"", ""曾""]","[593, 3470, 5126, 325, 2122, 2221]",口,22,,[],そ,,zen,z,en,5,n,N1+
囑,"[""口"", ""尸"", ""勹"", ""虫"", ""蜀"", ""屬""]","[593, 1241, 496, 4680, 4719, 1268]",口,24,ショク,"[""ショク""]",,たのむ,zhǔ,zh,u,3,none,N1+
囓,"[""口"", ""止"", ""人"", ""从"", ""凵"", ""齒"", ""刀"", ""齧""]","[593, 2618, 83, 93, 389, 6330, 396, 6338]",口,24,ケツ,"[""ケツ"", ""ゲツ""]",,歯で噛（か）む,niè,n,ie,4,none,N1+
囗,[],[],囗,3,イ,"[""イ"", ""コク""]",,囲む,wéi,w,ei,2,none,N1+
囮,"[""囗"", ""匕"", ""化""]","[816, 508, 509]",囗,7,カ,"[""カ""]",おとり,物をおびき出すための物,é,,e,2,none,N1+
囹,"[""囗"", ""卩"", ""令""]","[816, 547, 104]",囗,8,レイ,"[""レイ""]",,牢屋,líng,l,ing,2,ng,N1+
圀,"[""囗"", ""四"", ""亠"", ""万"", ""方""]","[816, 819, 69, 3, 2104]",囗,9,コク,"[""コク""]",くに,政権の支配下にある土地,guó,g,uo,2,none,N1+
囿,"[""囗"", ""月"", ""有""]","[816, 2225, 2226]",囗,9,ユウ,"[""ユウ""]",,園（その）,yòu,y,ou,4,none,N1+
圄,"[""囗"", ""五"", ""口"", ""吾""]","[816, 61, 593, 641]",囗,10,ギョ,"[""ギョ"", ""ゴ""]",,,yǔ,y,u,3,none,N1+
圉,"[""囗"", ""十"", ""土"", ""干"", ""幸""]","[816, 527, 844, 1408, 1413]",囗,11,ギョ,"[""ギョ""]",,馬を飼う,yǔ,y,u,3,none,N1+
圈,"[""囗"", ""大"", ""夫"", ""卷""]","[816, 994, 997, 555]",囗,11,ケン,"[""ケン""]",,,quān,q,uan,1,n,N1+
國,"[""囗"", ""口"", ""戈"", ""或""]","[816, 593, 1781, 1791]",囗,11,コク,"[""コク""]",くに,政権の支配下にある土地,guó,g,uo,2,none,N1+
圍,"[""囗"", ""口"", ""韋""]","[816, 593, 5894]",囗,12,イ,"[""イ"", ""エ""]",,囲む,wéi,w,ei,2,none,N1+
圓,"[""囗"", ""口"", ""目"", ""貝"", ""員""]","[816, 593, 3470, 5126, 692]",囗,13,エン,"[""エン""]",まる・い,,yuán,y,uan,2,n,N1+
團,"[""囗"", ""日"", ""寸"", ""專""]","[816, 2122, 1214, 1224]",囗,14,ダン,"[""ダン""]",,固まり、集まり、丸い,tuán,t,uan,2,n,N1+
圖,"[""囗"", ""口"", ""回""]","[816, 593, 820]",囗,14,ト,"[""ト"", ""ズ""]",はか・る,計画する、絵,tú,t,u,2,none,N1+
嗇,"[""人"", ""从"", ""土"", ""囗"", ""口"", ""回""]","[83, 93, 844, 816, 593, 820]",口,13,ショク,"[""ショク""]",,おしむ、やぶさか,sè,s,e,4,none,N1+
圜,"[""囗"", ""口""]","[816, 593]",囗,16,カン,"[""カン"", ""エン""]",,めぐる,huán,h,uan,2,n,N1+
圦,"[""土"", ""入""]","[844, 321]",土,5,,[],いり,,kuài,k,uai,4,none,N1+
圷,"[""土"", ""下""]","[844, 7]",土,6,,[],あくつ,,xià,x,ia,4,none,N1+
圸,"[""土"", ""山""]","[844, 1271]",土,6,,[],まま,,shān,sh,an,1,n,N1+
坎,"[""土"", ""人"", ""欠""]","[844, 83, 2595]",土,7,カン,"[""カン""]",,穴、悩む,kǎn,k,an,3,n,N1+
圻,"[""土"", ""斤""]","[844, 2095]",土,7,キ,"[""キ"", ""ギン""]",,堺,qí,q,i,2,none,N1+
址,"[""土"", ""止""]","[844, 2618]",土,7,シ,"[""シ""]",あと,居所、基,zhǐ,zh,i,3,none,N1+
坏,"[""土"", ""不""]","[844, 8]",土,7,ハイ,"[""ハイ"", ""カイ""]",,つき（物を盛る器）、低い丘,huài,h,uai,4,none,N1+
坩,"[""土"", ""甘""]","[844, 3292]",土,8,カン,"[""カン""]",,,gān,g,an,1,n,N1+
埀,"[""土"", ""千"", ""匕"", ""北"", ""土""]","[844, 528, 508, 510, 844]",土,10,スイ,"[""スイ""]",た・れる,たれ下がる,chuí,ch,ui,2,none,N1+
垈,"[""弋"", ""代"", ""土""]","[1479, 103, 844]",土,8,,[],ぬた,,dài,d,ai,4,none,N1+
坡,"[""土"", ""又"", ""皮""]","[844, 578, 3443]",土,8,ハ,"[""ハ""]",,坂、堤,pō,p,o,1,none,N1+
坿,"[""土"", ""寸"", ""付""]","[844, 1214, 99]",土,8,フ,"[""フ""]",,付ける,fù,f,u,4,none,N1+
垉,"[""土"", ""勹"", ""巳""]","[844, 496, 1365]",土,8,ホウ,"[""ホウ""]",くず・れる,,páo,p,ao,2,none,N1+
垓,"[""土"", ""亠"", ""亥""]","[844, 69, 73]",土,9,ガイ,"[""ガイ""]",,辺境の地、境,gāi,g,ai,1,none,N1+
垠,"[""土"", ""艮""]","[844, 4387]",土,9,ギン,"[""ギン"", ""ゴン""]",,限り、果て、岸,yín,y,in,2,n,N1+
垳,"[""土"", ""彳"", ""行""]","[844, 1527, 4801]",土,9,,[],,崖,háng,h,ang,2,ng,N1+
垤,"[""土"", ""厶"", ""土"", ""至""]","[844, 574, 844, 4338]",土,9,テツ,"[""テツ""]",,蟻塚,dié,d,ie,2,none,N1+
垪,"[""土"", ""廾"", ""并""]","[844, 1472, 1412]",土,9,,[],は,,bìng,b,ing,4,ng,N1+
垰,"[""土"", ""上"", ""下""]","[844, 6, 7]",土,9,,[],たお、たわ,,kǎ,k,a,3,none,N1+
埃,"[""土"", ""厶"", ""大"", ""矢"", ""矣""]","[844, 574, 994, 3530, 3531]",土,10,アイ,"[""アイ""]",ほこり,ちり、砂けむり,āi,,ai,1,none,N1+
埆,"[""土"", ""角""]","[844, 4926]",土,10,カク,"[""カク""]",,やせた土地、収穫が少ない,què,q,ue,4,none,N1+
埔,"[""土"", ""甫""]","[844, 3301]",土,10,ホ,"[""ホ""]",,,pǔ,p,u,3,none,N1+
埒,"[""土"", ""爪"", ""寸""]","[844, 3103, 1214]",土,10,ラチ,"[""ラチ"", ""ラツ"", ""レツ""]",,物事の区切り、限界,liè,l,ie,4,none,N1+
埓,"[""土"", ""寸""]","[844, 1214]",土,10,ラチ,"[""ラチ"", ""ラツ"", ""レツ""]",,物事の区切り、限界,liè,l,ie,4,none,N1+
堊,"[""亞"", ""土""]","[67, 844]",土,11,ア,"[""ア"", ""アク""]",,白土、泥、塗る,è,,e,4,none,N1+
埖,"[""土"", ""匕"", ""化"", ""花""]","[844, 508, 509, 4407]",土,10,,[],ごみ,,huā,h,ua,1,none,N1+
埣,"[""土"", ""亠"", ""人"", ""从"", ""十"", ""卒""]","[844, 69, 83, 93, 527, 537]",土,11,サイ,"[""サイ"", ""セ""]",,,suì,s,ui,4,none,N1+
堋,"[""土"", ""月"", ""朋""]","[844, 2225, 2227]",土,11,ホウ,"[""ホウ""]",ほうむ・る,,péng,p,eng,2,ng,N1+
堙,"[""土"", ""西""]","[844, 4899]",土,12,イン,"[""イン""]",,塞ぐ、埋める,yīn,y,in,1,n,N1+
堝,"[""土"", ""冂"", ""口"", ""咼""]","[844, 336, 593, 681]",土,12,カ,"[""カ""]",るつぼ,,guō,g,uo,1,none,N1+
塲,"[""土"", ""日"", ""勹"", ""勿"", ""昜""]","[844, 2122, 496, 499, 2142]",土,14,ジョウ,"[""ジョウ""]",ば,庭、所,cháng,ch,ang,2,ng,N1+
堡,"[""口"", ""木"", ""呆"", ""保"", ""土""]","[593, 2240, 644, 190, 844]",土,12,ホ,"[""ホ""]",,土石で築いた小さな砦,bǎo,b,ao,3,none,N1+
塢,"[""土"", ""烏""]","[844, 3033]",土,13,オ,"[""オ"", ""ウ""]",,小さな土手,wù,w,u,4,none,N1+
塋,"[""人"", ""火"", ""冖"", ""土""]","[83, 3012, 349, 844]",土,13,エイ,"[""エイ""]",,周囲をぐるりと区切った墓地,yíng,y,ing,2,ng,N1+
塰,"[""母"", ""毋"", ""毎"", ""海"", ""土""]","[2661, 2660, 2662, 2790, 844]",土,13,,[],,あま,hǎi,h,ai,3,none,N1+
毀,"[""臼"", ""土"", ""几"", ""又"", ""殳""]","[4342, 844, 380, 578, 2649]",殳,13,キ,"[""キ""]",,誹（そし）る,huǐ,h,ui,3,none,N1+
塒,"[""土"", ""日"", ""土"", ""寸"", ""寺"", ""時""]","[844, 2122, 844, 1214, 1215, 2156]",土,13,ジ,"[""ジ"", ""シ""]",ねぐら,鳥の寝床,shí,sh,i,2,none,N1+
堽,"[""土"", ""止"", ""正""]","[844, 2618, 2619]",土,12,ゴウ,"[""ゴウ""]",ひさぎ,,gāng,g,ang,1,ng,N1+
塹,"[""車"", ""斤"", ""斬"", ""土""]","[5280, 2095, 2099, 844]",土,14,ザン,"[""ザン"", ""セン""]",,堀、掘る,qiàn,q,ian,4,n,N1+
墅,"[""日"", ""土"", ""里"", ""予"", ""野"", ""土""]","[2122, 844, 5529, 53, 5531, 844]",土,14,ショ,"[""ショ""]",,別荘,shù,sh,u,4,none,N1+
墹,"[""門"", ""日"", ""間"", ""土""]","[5689, 2122, 5698, 844]",土,15,カン,"[""カン""]",,崖,jiàn,j,ian,4,n,N1+
墟,"[""土"", ""七"", ""虍"", ""丱""]","[844, 2, 4670, 22]",土,15,キョ,"[""キョ"", ""コ""]",,あと,xū,x,u,1,none,N1+
墫,"[""土"", ""八"", ""兀"", ""酉"", ""酋"", ""寸"", ""尊""]","[844, 325, 302, 5483, 5485, 1214, 1226]",土,15,ソン,"[""ソン"", ""シュン""]",,,zūn,z,un,1,n,N1+
墺,"[""土"", ""米"", ""大"", ""奥""]","[844, 3881, 994, 1021]",土,16,オウ,"[""オウ""]",,丘、水際,ào,,ao,4,none,N1+
壞,"[""土"", ""亠"", ""衣""]","[844, 69, 4812]",土,19,カイ・エ,"[""カイ・エ""]",こわ・す、こわ・れる,形が崩れる,huài,h,uai,4,none,N1+
墻,"[""土"", ""人"", ""从"", ""囗"", ""口"", ""回"", ""嗇""]","[844, 83, 93, 816, 593, 820, 757]",土,16,ショウ,"[""ショウ""]",,敷き瓦を積んで造った囲い,qiáng,q,iang,2,ng,N1+
墸,"[""土"", ""土"", ""日"", ""者"", ""著""]","[844, 844, 2122, 4174, 4531]",土,15,チョ,"[""チョ""]",,ためらう、踏む,zhù,zh,u,4,none,N1+
墮,"[""工"", ""左"", ""月"", ""隋"", ""土""]","[1357, 1358, 2225, 5771, 844]",土,15,ダ,"[""ダ""]",,落ちる,duò,d,uo,4,none,N1+
壅,"[""亠"", ""隹"", ""雍"", ""土""]","[69, 5794, 5806, 844]",土,16,ヨウ,"[""ヨウ""]",,塞ぐ,yōng,y,ong,1,ng,N1+
壓,"[""厂"", ""日"", ""月"", ""冐"", ""厭"", ""土""]","[559, 2122, 2225, 344, 570, 844]",土,17,アツ,"[""アツ""]",,押す、押さえつける,yā,y,a,1,none,N1+
壑,"[""冖"", ""八"", ""口"", ""谷"", ""又"", ""土""]","[349, 325, 593, 5096, 578, 844]",土,17,ガク,"[""ガク"", ""カク""]",たに,山中のくぼみ,hè,h,e,4,none,N1+
壗,"[""土"", ""皿"", ""盡""]","[844, 3450, 3464]",土,17,,[],まま,,jìn,j,in,4,n,N1+
壙,"[""土"", ""广"", ""廿"", ""田"", ""廣""]","[844, 1420, 1473, 3303, 1458]",土,17,コウ,"[""コウ""]",,洞穴,kuàng,k,uang,4,ng,N1+
壘,"[""田"", ""土""]","[3303, 844]",土,18,ルイ,"[""ルイ""]",,土や石を積んで作った砦,lěi,l,ei,3,none,N1+
壥,"[""土"", ""厂"", ""土""]","[844, 559, 844]",土,20,テン,"[""テン""]",,店,chán,ch,an,2,n,N1+
壜,"[""土"", ""日"", ""雨"", ""二"", ""厶"", ""云"", ""雲"", ""曇""]","[844, 2122, 5816, 57, 574, 59, 5820, 2201]",土,19,タン,"[""タン""]",びん,酒甕、ガラス製の容器,tán,t,an,2,n,N1+
壤,"[""土"", ""亠"", ""口"", ""衣"", ""襄""]","[844, 69, 593, 4812, 4883]",土,20,ジョウ,"[""ジョウ""]",,,rǎng,r,ang,3,ng,N1+
壟,"[""立"", ""月"", ""龍"", ""土""]","[3738, 2225, 6344, 844]",土,19,ロウ,"[""ロウ"", ""リョウ""]",,つか（墓の上の盛り土のところ）,lǒng,l,ong,3,ng,N1+
壯,"[""爿"", ""士""]","[3115, 967]",士,7,ソウ,"[""ソウ""]",さか・ん,盛大、若者,zhuàng,zh,uang,4,ng,N1+
壺,"[""士"", ""冖""]","[967, 349]",士,12,コ,"[""コ""]",つぼ,酒や水を入れる口が小さく胴のふくらんだ容器,hú,h,u,2,none,N1+
壹,"[""士"", ""冖"", ""口"", ""豆""]","[967, 349, 593, 5100]",士,12,イチ,"[""イチ"", ""イツ""]",,専ら、一,yī,y,i,1,none,N1+
壻,"[""土"", ""疋"", ""月"", ""胥""]","[844, 3349, 2225, 4252]",土,12,セイ,"[""セイ""]",,婿（むこ）,xù,x,u,4,none,N1+
壼,"[""士"", ""冖"", ""亞""]","[967, 349, 67]",土,13,コン,"[""コン""]",,宮中の道,kǔn,k,un,3,n,N1+
壽,"[""士"", ""工"", ""口"", ""寸"", ""吋""]","[967, 1357, 593, 1214, 618]",士,14,ジュ,"[""ジュ""]",ことぶき,喜ぶ、祝う,shòu,sh,ou,4,none,N1+
夂,[],[],夂,3,,[],,ふゆがしら（部首の名）,zhǐ,zh,i,3,none,N1+
夊,[],[],夊,3,,[],,すいにょう（部首の名）,suī,s,ui,1,none,N1+
夐,"[""冂"", ""目"", ""夂""]","[336, 3470, 980]",夊,14,ケイ,"[""ケイ""]",,遥か,xiòng,x,iong,4,ng,N1+
夛,"[""夕""]",[985],夕,6,タ,"[""タ""]",おお・い,たくさん、すぐれている,duō,d,uo,1,none,N1+
梦,"[""木"", ""林"", ""夕""]","[2240, 2292, 985]",夕,11,ホウ,"[""ホウ"", ""ム""]",,夢,mèng,m,eng,4,ng,N1+
夥,"[""日"", ""木"", ""果"", ""夕"", ""多""]","[2122, 2240, 2294, 985, 989]",夕,14,カ,"[""カ""]",おびただ・しい,数や量がとても多い,huǒ,h,uo,3,none,N1+
夬,"[""人"", ""大""]","[83, 994]",大,4,カイ,"[""カイ""]",,分ける,guài,g,uai,4,none,N1+
夭,"[""大""]",[994],大,4,ヨウ,"[""ヨウ""]",,年わかい,yāo,y,ao,1,none,N1+
夲,"[""大"", ""十""]","[994, 527]",大,5,ホン,"[""ホン""]",もと,,tāo,t,ao,1,none,N1+
夸,"[""大"", ""二""]","[994, 57]",大,6,コ,"[""コ""]",,大袈裟に言う、誇る,kuā,k,ua,1,none,N1+
夾,"[""大"", ""人"", ""从""]","[994, 83, 93]",大,7,キョウ,"[""キョウ"", ""コウ""]",,,jiā,j,ia,1,none,N1+
竒,"[""立"", ""口"", ""丁"", ""可""]","[3738, 593, 1, 603]",立,9,キ,"[""キ""]",,普通とは違っている、思いがけない,qí,q,i,2,none,N1+
奕,"[""亠"", ""亦"", ""大""]","[69, 74, 994]",大,9,エキ,"[""エキ""]",,順序、大きい,yì,y,i,4,none,N1+
奐,"[""大""]",[994],大,9,カン,"[""カン""]",,盛んなさま,huàn,h,uan,4,n,N1+
奎,"[""大"", ""土"", ""圭""]","[994, 844, 848]",大,9,ケ,"[""ケ"", ""ケイ""]",,星の名,kuí,k,ui,2,none,N1+
奚,"[""爪"", ""幺"", ""大""]","[3103, 1415, 994]",大,10,ケイ,"[""ケイ""]",,いづくんぞ、なんぞ、疑問の辞,xī,x,i,1,none,N1+
奘,"[""爿"", ""士"", ""壯"", ""大""]","[3115, 967, 970, 994]",大,10,ジョウ,"[""ジョウ"", ""ソウ""]",,大きい、太い,zàng,z,ang,4,ng,N1+
奢,"[""大"", ""土"", ""日"", ""者""]","[994, 844, 2122, 4174]",大,12,シャ,"[""シャ""]",おご・る,贅沢する,shē,sh,e,1,none,N1+
奠,"[""八"", ""兀"", ""酉"", ""酋"", ""大""]","[325, 302, 5483, 5485, 994]",大,12,テン,"[""テン""]",,,diàn,d,ian,4,n,N1+
奧,"[""千"", ""木"", ""米"", ""釆"", ""大""]","[528, 2240, 3881, 5524, 994]",大,13,オク,"[""オク"", ""オウ""]",,,ào,,ao,4,none,N1+
奬,"[""爿"", ""夕"", ""寸"", ""將"", ""大""]","[3115, 985, 1214, 1223, 994]",大,14,ショウ,"[""ショウ""]",すす・める,勧める、褒める,jiǎng,j,iang,3,ng,N1+
奩,"[""大"", ""匸"", ""匚"", ""口"", ""品"", ""區""]","[994, 521, 512, 593, 685, 526]",大,15,レン,"[""レン""]",,（櫛や鏡を入れる）小箱,lián,l,ian,2,n,N1+
奸,"[""女"", ""十"", ""干""]","[1028, 527, 1408]",女,6,カン,"[""カン""]",,他人に無礼をする、悪い,jiān,j,ian,1,n,N1+
妁,"[""女"", ""勹"", ""丶"", ""勺""]","[1028, 496, 24, 497]",女,6,シャク,"[""シャク""]",,仲人,shuò,sh,uo,4,none,N1+
妝,"[""爿"", ""女""]","[3115, 1028]",女,7,ショウ,"[""ショウ"", ""ソウ""]",,装う,zhuāng,zh,uang,1,ng,N1+
佞,"[""二"", ""女""]","[57, 1028]",人,7,ネイ,"[""ネイ""]",,へつらう、おもねる、才能がある,nìng,n,ing,4,ng,N1+
侫,"[""亠"", ""亡"", ""女"", ""妄""]","[69, 70, 1028, 1035]",人,8,ネイ,"[""ネイ""]",,へつらう、おもねる、才能がある,nìng,n,ing,4,ng,N1+
妣,"[""女"", ""匕"", ""比""]","[1028, 508, 2665]",女,7,ヒ,"[""ヒ""]",,死んだ母,bǐ,b,i,3,none,N1+
